Name,tag,Length,product,locus_tag
cytochrome b/b6 domain-containing protein CDS,SGL_RS12815,675,cytochrome b/b6 domain-containing protein,sll0160
ComF family protein CDS,SGL_RS13010,675,ComF family protein,slr0388
response regulator transcription factor CDS,SGL_RS14385,675,response regulator transcription factor,sll0396
purQ CDS,SGL_RS15530,675,phosphoribosylformylglycinamidine synthase subunit PurQ,slr0520
sigma-70 family RNA polymerase sigma factor CDS,SGL_RS06480,672,sigma-70 family RNA polymerase sigma factor,slr1545
energy-coupling factor ABC transporter ATP-binding protein CDS,SGL_RS08060,672,energy-coupling factor ABC transporter ATP-binding protein,sll1623
PspA/IM30 family protein CDS,SGL_RS18170,672,PspA/IM30 family protein,slr1188
msrA CDS,SGL_RS02100,669,peptide-methionine (S)-S-oxide reductase MsrA,sll1394
glutathione S-transferase family protein CDS,SGL_RS02485,669,glutathione S-transferase family protein,slr0236
HAS-barrel domain-containing protein CDS,SGL_RS02740,669,HAS-barrel domain-containing protein,sll1318
DUF533 domain-containing protein CDS,SGL_RS05970,669,DUF533 domain-containing protein,slr1194
hypothetical protein CDS,SGL_RS06090,669,hypothetical protein,slr1215
plsY CDS,SGL_RS09225,669,glycerol-3-phosphate 1-O-acyltransferase PlsY,sll1973
response regulator transcription factor CDS,SGL_RS11285,669,response regulator transcription factor,sll0921
cytochrome b6 CDS,SGL_RS13200,669,cytochrome b6,slr0342
fimbria/pilus periplasmic chaperone CDS,SGL_RS17930,669,fimbria/pilus periplasmic chaperone,slr1668
Uma2 family endonuclease CDS,SGL_RS06630,666,Uma2 family endonuclease,slr1752
HAD-IA family hydrolase CDS,SGL_RS06975,666,HAD-IA family hydrolase,sll1349
Uma2 family endonuclease CDS,SGL_RS09085,666,Uma2 family endonuclease,slr2084
nusB CDS,SGL_RS11835,666,transcription antitermination factor NusB,sll0271
hypothetical protein CDS,SGL_RS12120,666,hypothetical protein,slr0147
hypothetical protein CDS,SGL_RS13930,666,hypothetical protein,slr0061
M23 family metallopeptidase CDS,SGL_RS17475,666,M23 family metallopeptidase,sll1488
HEAT repeat domain-containing protein CDS,SGL_RS03130,663,HEAT repeat domain-containing protein,sll1663
hypothetical protein CDS,SGL_RS03375,663,hypothetical protein,sll0943
Uma2 family endonuclease CDS,SGL_RS06525,663,Uma2 family endonuclease,sll1461
hypothetical protein CDS,SGL_RS14970,663,hypothetical protein,sll0547
class I SAM-dependent methyltransferase CDS,SGL_RS15375,663,class I SAM-dependent methyltransferase,slr0095
tsaB CDS,SGL_RS02155,660,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,sll1063
nth CDS,SGL_RS08000,660,endonuclease III,slr1822
IS3 family transposase CDS,SGL_RS09410,660,IS3 family transposase,slr1523
SDR family oxidoreductase CDS,SGL_RS09780,660,SDR family oxidoreductase,sll1218
hypothetical protein CDS,SGL_RS13985,660,hypothetical protein,slr0069
MBL fold metallo-hydrolase CDS,SGL_RS14235,660,MBL fold metallo-hydrolase,slr0630
TIGR00266 family protein CDS,SGL_RS17480,660,TIGR00266 family protein,slr1570
Uma2 family endonuclease CDS,SGL_RS18685,658,Uma2 family endonuclease,
lepB CDS,SGL_RS05000,657,signal peptidase I,slr1377
peroxiredoxin-like family protein CDS,SGL_RS08350,657,peroxiredoxin-like family protein,sll1159
ABC transporter ATP-binding protein CDS,SGL_RS09035,657,ABC transporter ATP-binding protein,sll0240
tsf CDS,SGL_RS10000,657,translation elongation factor Ts,sll1261
phosphoribosylanthranilate isomerase CDS,SGL_RS12060,657,phosphoribosylanthranilate isomerase,sll0356
DedA family protein CDS,SGL_RS13665,657,DedA family protein,slr0232
YggS family pyridoxal phosphate-dependent enzyme CDS,SGL_RS16960,657,YggS family pyridoxal phosphate-dependent enzyme,slr0556
urease accessory protein UreF CDS,SGL_RS05890,654,urease accessory protein UreF,slr1899
biotin transporter BioY CDS,SGL_RS07060,654,biotin transporter BioY,slr1365
IS5 family transposase CDS,SGL_RS08825,>654,IS5 family transposase,
precorrin-8X methylmutase CDS,SGL_RS11320,654,precorrin-8X methylmutase,sll0916
ribonuclease D CDS,SGL_RS13240,654,ribonuclease D,sll0320
L-threonylcarbamoyladenylate synthase CDS,SGL_RS13400,654,L-threonylcarbamoyladenylate synthase,slr0006
purN CDS,SGL_RS14055,654,phosphoribosylglycinamide formyltransferase,slr0477
DUF1361 domain-containing protein CDS,SGL_RS14380,654,DUF1361 domain-containing protein,sll0397
upp CDS,SGL_RS02850,651,uracil phosphoribosyltransferase,sll1035
Uma2 family endonuclease CDS,SGL_RS03340,651,Uma2 family endonuclease,sll1186
Uma2 family endonuclease CDS,SGL_RS04570,651,Uma2 family endonuclease,slr2038
DUF721 domain-containing protein CDS,SGL_RS12885,651,DUF721 domain-containing protein,slr0363
Uma2 family endonuclease CDS,SGL_RS02775,648,Uma2 family endonuclease,slr1095
thyX CDS,SGL_RS04435,648,FAD-dependent thymidylate synthase,sll1635
Na(+)/H(+) antiporter subunit B CDS,SGL_RS05390,648,Na(+)/H(+) antiporter subunit B,slr2012
cyclase family protein CDS,SGL_RS09545,648,cyclase family protein,slr2121
cofactor assembly of complex C subunit B CDS,SGL_RS11375,648,cofactor assembly of complex C subunit B,slr0948
sterol desaturase family protein CDS,SGL_RS13595,648,sterol desaturase family protein,slr0224
hisIE CDS,SGL_RS18375,648,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,slr0608
hypothetical protein CDS,SGL_RS02085,645,hypothetical protein,sll1396
HEAT repeat domain-containing protein CDS,SGL_RS02260,645,HEAT repeat domain-containing protein,sll1051
msrA CDS,SGL_RS03095,645,peptide-methionine (S)-S-oxide reductase MsrA,slr1795
hypothetical protein CDS,SGL_RS04600,645,hypothetical protein,sll1939
Uma2 family endonuclease CDS,SGL_RS05650,645,Uma2 family endonuclease,sll1072
histidine phosphatase family protein CDS,SGL_RS06605,645,histidine phosphatase family protein,slr1748
GUN4 domain-containing protein CDS,SGL_RS10550,645,GUN4 domain-containing protein,sll1380
pdxH CDS,SGL_RS10830,645,pyridoxamine 5'-phosphate oxidase,sll1440
LON peptidase substrate-binding domain-containing protein CDS,SGL_RS13630,645,LON peptidase substrate-binding domain-containing protein,sll0195
cbiM CDS,SGL_RS14435,645,cobalt transporter CbiM,sll0383
efflux RND transporter periplasmic adaptor subunit CDS,SGL_RS16060,645,efflux RND transporter periplasmic adaptor subunit,slr0793
response regulator transcription factor CDS,SGL_RS04725,642,response regulator transcription factor,slr1909
PAP/fibrillin family protein CDS,SGL_RS04885,642,PAP/fibrillin family protein,slr1024
rplC CDS,SGL_RS05850,642,50S ribosomal protein L3,sll1799
DUF3386 domain-containing protein CDS,SGL_RS05895,642,DUF3386 domain-containing protein,slr1900
hypothetical protein CDS,SGL_RS11055,642,hypothetical protein,sll1089
hypothetical protein CDS,SGL_RS12690,642,hypothetical protein,slr0169
exopolysaccharide biosynthesis protein CDS,SGL_RS07580,639,exopolysaccharide biosynthesis protein,slr1875
HupE/UreJ family protein CDS,SGL_RS07770,639,HupE/UreJ family protein,slr2135
Uma2 family endonuclease CDS,SGL_RS09750,639,Uma2 family endonuclease,sll1222
DUF3318 domain-containing protein CDS,SGL_RS12470,639,DUF3318 domain-containing protein,slr1949
tmk CDS,SGL_RS12945,639,dTMP kinase,slr0379
DUF3318 domain-containing protein CDS,SGL_RS13255,639,DUF3318 domain-containing protein,sll0318
class I SAM-dependent methyltransferase CDS,SGL_RS13960,639,class I SAM-dependent methyltransferase,slr0065
histidine phosphatase family protein CDS,SGL_RS14390,639,histidine phosphatase family protein,sll0395
class I SAM-dependent methyltransferase CDS,SGL_RS15150,639,class I SAM-dependent methyltransferase,sll0829
trmB CDS,SGL_RS05020,636,tRNA (guanosine(46)-N7)-methyltransferase TrmB,sll1300
peroxiredoxin CDS,SGL_RS06000,636,peroxiredoxin,slr1198
ruvA CDS,SGL_RS07140,636,Holliday junction branch migration protein RuvA,sll0876
TIGR04282 family arsenosugar biosynthesis glycosyltransferase CDS,SGL_RS10945,636,TIGR04282 family arsenosugar biosynthesis glycosyltransferase,sll1095
hypothetical protein CDS,SGL_RS11555,636,hypothetical protein,sll1532
aromatic ring-hydroxylating dioxygenase subunit alpha CDS,SGL_RS12390,636,aromatic ring-hydroxylating dioxygenase subunit alpha,sll1849
ParA family protein CDS,SGL_RS15785,636,ParA family protein,slr0110
HAD family hydrolase CDS,SGL_RS18055,636,HAD family hydrolase,slr0458
MotA/TolQ/ExbB proton channel family protein CDS,SGL_RS02000,633,MotA/TolQ/ExbB proton channel family protein,sll1404
L-threonylcarbamoyladenylate synthase CDS,SGL_RS02660,633,L-threonylcarbamoyladenylate synthase,sll0216
hemJ CDS,SGL_RS03055,633,protoporphyrinogen oxidase HemJ,slr1790
Uma2 family endonuclease CDS,SGL_RS03725,633,Uma2 family endonuclease,slr1081
rplD CDS,SGL_RS05845,633,50S ribosomal protein L4,sll1800
hypothetical protein CDS,SGL_RS06300,633,hypothetical protein,sll1730
DUF3782 domain-containing protein CDS,SGL_RS06445,633,DUF3782 domain-containing protein,slr1541
response regulator transcription factor CDS,SGL_RS07850,633,response regulator transcription factor,sll1708
energy-coupling factor ABC transporter ATP-binding protein CDS,SGL_RS13290,633,energy-coupling factor ABC transporter ATP-binding protein,slr0354
hisH CDS,SGL_RS15330,633,imidazole glycerol phosphate synthase subunit HisH,slr0084
hisB CDS,SGL_RS15395,633,imidazoleglycerol-phosphate dehydratase HisB,slr0500
FHA domain-containing protein CDS,SGL_RS15875,633,FHA domain-containing protein,slr0298
hisG CDS,SGL_RS16845,633,ATP phosphoribosyltransferase,sll0900
DUF2231 domain-containing protein CDS,SGL_RS17530,633,DUF2231 domain-containing protein,sll1486
CPP1-like family protein CDS,SGL_RS04785,630,CPP1-like family protein,slr1918
DUF4129 domain-containing protein CDS,SGL_RS08665,630,DUF4129 domain-containing protein,slr2003
Vat family streptogramin A O-acetyltransferase CDS,SGL_RS10185,630,Vat family streptogramin A O-acetyltransferase,sll1900
TVP38/TMEM64 family protein CDS,SGL_RS15910,630,TVP38/TMEM64 family protein,slr0305
response regulator transcription factor CDS,SGL_RS15965,630,response regulator transcription factor,slr0312
IS701 family transposase CDS,SGL_RS19150,>630,IS701 family transposase,
7-carboxy-7-deazaguanine synthase QueE CDS,SGL_RS07750,627,7-carboxy-7-deazaguanine synthase QueE,sll2011
precorrin-8X methylmutase CDS,SGL_RS10490,627,precorrin-8X methylmutase,slr1467
hypothetical protein CDS,SGL_RS14395,627,hypothetical protein,sll0394
hypothetical protein CDS,SGL_RS17775,627,hypothetical protein,sll0722
Uma2 family endonuclease CDS,SGL_RS05005,624,Uma2 family endonuclease,slr1378
hypothetical protein CDS,SGL_RS05165,624,hypothetical protein,slr1397
hypothetical protein CDS,SGL_RS14640,624,hypothetical protein,sll0181
flavin prenyltransferase UbiX CDS,SGL_RS02795,621,flavin prenyltransferase UbiX,slr1099
ureG CDS,SGL_RS03920,621,urease accessory protein UreG,sll0643
Crp/Fnr family transcriptional regulator CDS,SGL_RS05400,621,Crp/Fnr family transcriptional regulator,sll1924
arsH CDS,SGL_RS11360,621,arsenical resistance protein ArsH,slr0945
LysE family transporter CDS,SGL_RS11515,621,LysE family transporter,slr1627
hypothetical protein CDS,SGL_RS12835,621,hypothetical protein,slr0184
DUF4126 domain-containing protein CDS,SGL_RS13115,621,DUF4126 domain-containing protein,slr0779
TMEM165/GDT1 family protein CDS,SGL_RS14245,621,TMEM165/GDT1 family protein,sll0615
VWA domain-containing protein CDS,SGL_RS14345,621,VWA domain-containing protein,slr0645
hypothetical protein CDS,SGL_RS04065,618,hypothetical protein,sll1511
hypothetical protein CDS,SGL_RS05160,618,hypothetical protein,slr1396
nusG CDS,SGL_RS06215,618,transcription termination/antitermination protein NusG,sll1742
hypothetical protein CDS,SGL_RS12830,618,hypothetical protein,sll0156
potassium channel family protein CDS,SGL_RS15385,618,potassium channel family protein,slr0498
DedA family protein CDS,SGL_RS15460,618,DedA family protein,slr0509
Crp/Fnr family transcriptional regulator CDS,SGL_RS15585,618,Crp/Fnr family transcriptional regulator,sll0594
alpha/beta hydrolase CDS,SGL_RS05180,615,alpha/beta hydrolase,sll1284
hypothetical protein CDS,SGL_RS07725,615,hypothetical protein,sll2015
hypothetical protein CDS,SGL_RS10955,615,hypothetical protein,slr1160
"L,D-transpeptidase CDS",SGL_RS13015,615,"L,D-transpeptidase",slr0769
GNAT family N-acetyltransferase CDS,SGL_RS15520,615,GNAT family N-acetyltransferase,slr0517
TetR/AcrR family transcriptional regulator CDS,SGL_RS02110,612,TetR/AcrR family transcriptional regulator,sll1392
nucleoside recognition domain-containing protein CDS,SGL_RS03005,612,nucleoside recognition domain-containing protein,sll1677
Uma2 family endonuclease CDS,SGL_RS04610,612,Uma2 family endonuclease,sll1938
lexA CDS,SGL_RS08040,612,transcriptional repressor LexA,sll1626
cobO CDS,SGL_RS08905,612,"cob(I)yrinic acid a,c-diamide adenosyltransferase",slr0260
Uma2 family endonuclease CDS,SGL_RS15400,612,Uma2 family endonuclease,sll0488
Uma2 family endonuclease CDS,SGL_RS03480,609,Uma2 family endonuclease,sll0925
PAP/fibrillin family protein CDS,SGL_RS05325,609,PAP/fibrillin family protein,sll1568
chorismate lyase CDS,SGL_RS05860,609,chorismate lyase,sll1797
triacylglycerol lipase CDS,SGL_RS06125,609,triacylglycerol lipase,sll1969
sigma-70 family RNA polymerase sigma factor CDS,SGL_RS08165,609,sigma-70 family RNA polymerase sigma factor,sll0856
ATP-dependent Clp protease proteolytic subunit CDS,SGL_RS12230,609,ATP-dependent Clp protease proteolytic subunit,slr0165
DUF3038 domain-containing protein CDS,SGL_RS13705,609,DUF3038 domain-containing protein,sll0413
rpsD CDS,SGL_RS14010,609,30S ribosomal protein S4,slr0469
thylakoid membrane photosystem I accumulation factor CDS,SGL_RS03115,606,thylakoid membrane photosystem I accumulation factor,slr1796
FKBP-type peptidyl-prolyl cis-trans isomerase CDS,SGL_RS04355,606,FKBP-type peptidyl-prolyl cis-trans isomerase,slr1761
hypothetical protein CDS,SGL_RS07955,606,hypothetical protein,slr1818
nitroreductase family protein CDS,SGL_RS08770,606,nitroreductase family protein,slr1719
Uma2 family endonuclease CDS,SGL_RS11380,606,Uma2 family endonuclease,sll0913
NYN domain-containing protein CDS,SGL_RS14370,606,NYN domain-containing protein,slr0650
coaE CDS,SGL_RS16940,606,dephospho-CoA kinase,slr0553
nicotinate-nucleotide adenylyltransferase CDS,SGL_RS05460,603,nicotinate-nucleotide adenylyltransferase,sll1916
hypothetical protein CDS,SGL_RS08105,603,hypothetical protein,sll1618
VWA domain-containing protein CDS,SGL_RS10035,603,VWA domain-containing protein,slr1338
GUN4 domain-containing protein CDS,SGL_RS10180,603,GUN4 domain-containing protein,slr1958
leuD CDS,SGL_RS10800,603,3-isopropylmalate dehydratase small subunit,sll1444
peroxiredoxin CDS,SGL_RS13140,603,peroxiredoxin,sll0755
low-complexity tail membrane protein CDS,SGL_RS14140,603,low-complexity tail membrane protein,sll0691
hypothetical protein CDS,SGL_RS08985,600,hypothetical protein,slr0269
superoxide dismutase CDS,SGL_RS09370,600,superoxide dismutase,slr1516
L-threonylcarbamoyladenylate synthase CDS,SGL_RS10445,600,L-threonylcarbamoyladenylate synthase,sll1866
nucleoside deaminase CDS,SGL_RS10975,600,nucleoside deaminase,slr1161
hypothetical protein CDS,SGL_RS17840,600,hypothetical protein,slr1658
aat CDS,SGL_RS07230,597,leucyl/phenylalanyl-tRNA--protein transferase,sll0869
DJ-1/PfpI family protein CDS,SGL_RS07420,597,DJ-1/PfpI family protein,slr1854
heme-copper oxidase subunit III CDS,SGL_RS09080,597,heme-copper oxidase subunit III,slr2083
late competence development ComFB family protein CDS,SGL_RS09275,597,late competence development ComFB family protein,slr1505
pyrE CDS,SGL_RS12840,597,orotate phosphoribosyltransferase,slr0185
DUF3177 family protein CDS,SGL_RS14510,597,DUF3177 family protein,sll0372
clpP CDS,SGL_RS16735,597,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,slr0542
NADH-quinone oxidoreductase subunit J CDS,SGL_RS16990,597,NADH-quinone oxidoreductase subunit J,sll0521
rhomboid family intramembrane serine protease CDS,SGL_RS17185,597,rhomboid family intramembrane serine protease,slr1461
cbiT CDS,SGL_RS07105,594,"precorrin-6Y C5,15-methyltransferase subunit CbiT",slr1368
hypothetical protein CDS,SGL_RS08265,594,hypothetical protein,sll0839
hypothetical protein CDS,SGL_RS14470,594,hypothetical protein,slr0420
lepB CDS,SGL_RS02300,591,signal peptidase I,sll0716
Uma2 family endonuclease CDS,SGL_RS03575,591,Uma2 family endonuclease,slr1613
short chain dehydrogenase CDS,SGL_RS05690,591,short chain dehydrogenase,sll1825
chromophore lyase CpcT/CpeT CDS,SGL_RS11675,591,chromophore lyase CpcT/CpeT,slr1649
DUF2808 domain-containing protein CDS,SGL_RS13320,591,DUF2808 domain-containing protein,slr0356
aminodeoxychorismate/anthranilate synthase component II CDS,SGL_RS13880,591,aminodeoxychorismate/anthranilate synthase component II,slr0055
DUF305 domain-containing protein CDS,SGL_RS16115,591,DUF305 domain-containing protein,sll0788
folK CDS,SGL_RS02755,588,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,slr1093
hypothetical protein CDS,SGL_RS03355,588,hypothetical protein,slr1307
DUF1997 domain-containing protein CDS,SGL_RS07735,588,DUF1997 domain-containing protein,sll2013
Maf family nucleotide pyrophosphatase CDS,SGL_RS11455,588,Maf family nucleotide pyrophosphatase,sll0905
Uma2 family endonuclease CDS,SGL_RS11785,588,Uma2 family endonuclease,slr0445
NYN domain-containing protein CDS,SGL_RS12605,588,NYN domain-containing protein,sll0297
GerMN domain-containing protein CDS,SGL_RS13175,588,GerMN domain-containing protein,sll0749
ParA family protein CDS,SGL_RS16830,588,ParA family protein,slr0929
HD domain-containing protein CDS,SGL_RS03155,585,HD domain-containing protein,sll1660
GNAT family N-acetyltransferase CDS,SGL_RS04710,585,GNAT family N-acetyltransferase,slr1906
thioredoxin family protein CDS,SGL_RS05105,585,thioredoxin family protein,sll1289
