,Seconds,Minutes,Oxy Electrode 1 Last (V),OxyElectrode 2 Last (V),OxyElectrode 3 Last (V)
127:29:57,6700,111.6666667,0.455,0.442,0.343
127:29:58,6701,111.6833333,0.455,0.442,0.342
127:29:59,6702,111.7,0.456,0.442,0.343
127:30:00,6703,111.7166667,0.455,0.442,0.342
127:30:01,6704,111.7333333,0.454,0.442,0.343
127:30:02,6705,111.75,0.454,0.442,0.342
127:30:03,6706,111.7666667,0.455,0.442,0.342
127:30:04,6707,111.7833333,0.454,0.442,0.342
127:30:05,6708,111.8,0.455,0.442,0.342
127:30:06,6709,111.8166667,0.454,0.442,0.342
127:30:07,6710,111.8333333,0.454,0.442,0.343
127:30:08,6711,111.85,0.454,0.443,0.343
127:30:09,6712,111.8666667,0.455,0.442,0.343
127:30:10,6713,111.8833333,0.455,0.443,0.343
127:30:11,6714,111.9,0.454,0.442,0.342
127:30:12,6715,111.9166667,0.454,0.442,0.342
127:30:13,6716,111.9333333,0.454,0.442,0.342
127:30:14,6717,111.95,0.455,0.443,0.343
127:30:15,6718,111.9666667,0.454,0.443,0.342
127:30:16,6719,111.9833333,0.454,0.443,0.342
127:30:17,6720,112,0.453,0.443,0.342
127:30:18,6721,112.0166667,0.454,0.443,0.342
127:30:19,6722,112.0333333,0.454,0.443,0.342
127:30:20,6723,112.05,0.455,0.443,0.343
127:30:21,6724,112.0666667,0.454,0.443,0.342
127:30:22,6725,112.0833333,0.454,0.443,0.343
127:30:23,6726,112.1,0.453,0.443,0.342
127:30:24,6727,112.1166667,0.454,0.443,0.343
127:30:25,6728,112.1333333,0.454,0.443,0.342
127:30:26,6729,112.15,0.455,0.443,0.342
127:30:27,6730,112.1666667,0.454,0.443,0.342
127:30:28,6731,112.1833333,0.453,0.443,0.342
127:30:29,6732,112.2,0.454,0.444,0.342
127:30:30,6733,112.2166667,0.453,0.443,0.342
127:30:31,6734,112.2333333,0.455,0.444,0.343
127:30:32,6735,112.25,0.454,0.443,0.341
127:30:33,6736,112.2666667,0.454,0.444,0.342
127:30:34,6737,112.2833333,0.453,0.443,0.341
127:30:35,6738,112.3,0.454,0.444,0.342
127:30:36,6739,112.3166667,0.453,0.443,0.341
127:30:37,6740,112.3333333,0.455,0.444,0.343
127:30:38,6741,112.35,0.454,0.443,0.341
127:30:39,6742,112.3666667,0.454,0.444,0.342
127:30:40,6743,112.3833333,0.453,0.444,0.342
127:30:41,6744,112.4,0.454,0.444,0.342
127:30:42,6745,112.4166667,0.454,0.444,0.342
127:30:43,6746,112.4333333,0.454,0.444,0.342
127:30:44,6747,112.45,0.454,0.444,0.342
127:30:45,6748,112.4666667,0.453,0.444,0.342
127:30:46,6749,112.4833333,0.454,0.445,0.342
127:30:47,6750,112.5,0.454,0.444,0.342
127:30:48,6751,112.5166667,0.455,0.445,0.342
127:30:49,6752,112.5333333,0.453,0.444,0.341
127:30:50,6753,112.55,0.454,0.444,0.342
127:30:51,6754,112.5666667,0.453,0.444,0.341
127:30:52,6755,112.5833333,0.455,0.445,0.342
127:30:53,6756,112.6,0.454,0.444,0.341
127:30:54,6757,112.6166667,0.454,0.444,0.342
127:30:55,6758,112.6333333,0.453,0.444,0.342
127:30:56,6759,112.65,0.455,0.445,0.342
127:30:57,6760,112.6666667,0.455,0.444,0.341
127:30:58,6761,112.6833333,0.454,0.444,0.342
127:30:59,6762,112.7,0.453,0.444,0.341
127:31:00,6763,112.7166667,0.454,0.444,0.341
127:31:01,6764,112.7333333,0.455,0.445,0.341
127:31:02,6765,112.75,0.454,0.445,0.341
127:31:03,6766,112.7666667,0.453,0.445,0.342
127:31:04,6767,112.7833333,0.453,0.444,0.341
127:31:05,6768,112.8,0.455,0.445,0.342
127:31:06,6769,112.8166667,0.453,0.444,0.341
127:31:07,6770,112.8333333,0.454,0.444,0.342
127:31:08,6771,112.85,0.453,0.444,0.341
127:31:09,6772,112.8666667,0.455,0.444,0.342
127:31:10,6773,112.8833333,0.454,0.444,0.341
127:31:11,6774,112.9,0.454,0.444,0.342
127:31:12,6775,112.9166667,0.454,0.444,0.341
127:31:13,6776,112.9333333,0.455,0.444,0.342
127:31:14,6777,112.95,0.454,0.444,0.34
127:31:15,6778,112.9666667,0.454,0.444,0.341
127:31:16,6779,112.9833333,0.454,0.444,0.341
127:31:17,6780,113,0.455,0.444,0.341
127:31:18,6781,113.0166667,0.454,0.444,0.341
127:31:19,6782,113.0333333,0.454,0.444,0.341
127:31:20,6783,113.05,0.455,0.445,0.341
127:31:21,6784,113.0666667,0.455,0.444,0.341
127:31:22,6785,113.0833333,0.454,0.445,0.341
127:31:23,6786,113.1,0.454,0.445,0.341
127:31:24,6787,113.1166667,0.455,0.445,0.341
127:31:25,6788,113.1333333,0.453,0.445,0.34
127:31:26,6789,113.15,0.454,0.446,0.342
127:31:27,6790,113.1666667,0.455,0.446,0.341
127:31:28,6791,113.1833333,0.455,0.446,0.341
127:31:29,6792,113.2,0.453,0.446,0.34
127:31:30,6793,113.2166667,0.454,0.446,0.342
127:31:31,6794,113.2333333,0.454,0.446,0.341
127:31:32,6795,113.25,0.454,0.445,0.342
127:31:33,6796,113.2666667,0.454,0.445,0.341
127:31:34,6797,113.2833333,0.455,0.445,0.341
127:31:35,6798,113.3,0.454,0.445,0.341
127:31:36,6799,113.3166667,0.454,0.445,0.341
127:31:37,6800,113.3333333,0.455,0.446,0.341
127:31:38,6801,113.35,0.454,0.445,0.341
127:31:39,6802,113.3666667,0.454,0.446,0.342
127:31:40,6803,113.3833333,0.455,0.446,0.341
127:31:41,6804,113.4,0.455,0.446,0.342
127:31:42,6805,113.4166667,0.453,0.446,0.341
127:31:43,6806,113.4333333,0.455,0.446,0.342
127:31:44,6807,113.45,0.454,0.446,0.34
127:31:45,6808,113.4666667,0.454,0.446,0.341
127:31:46,6809,113.4833333,0.454,0.446,0.34
127:31:47,6810,113.5,0.455,0.446,0.341
127:31:48,6811,113.5166667,0.453,0.446,0.34
127:31:49,6812,113.5333333,0.454,0.446,0.341
127:31:50,6813,113.55,0.455,0.446,0.34
127:31:51,6814,113.5666667,0.454,0.446,0.341
127:31:52,6815,113.5833333,0.454,0.446,0.341
127:31:53,6816,113.6,0.455,0.446,0.341
127:31:54,6817,113.6166667,0.453,0.446,0.341
127:31:55,6818,113.6333333,0.454,0.446,0.341
127:31:56,6819,113.65,0.454,0.447,0.341
127:31:57,6820,113.6666667,0.452,0.446,0.341
127:31:58,6821,113.6833333,0.455,0.447,0.341
127:31:59,6822,113.7,0.454,0.446,0.34
127:32:00,6823,113.7166667,0.454,0.447,0.341
127:32:01,6824,113.7333333,0.454,0.446,0.341
127:32:02,6825,113.75,0.454,0.446,0.341
127:32:03,6826,113.7666667,0.453,0.446,0.341
127:32:04,6827,113.7833333,0.455,0.446,0.342
127:32:05,6828,113.8,0.453,0.446,0.34
127:32:06,6829,113.8166667,0.454,0.446,0.341
127:32:07,6830,113.8333333,0.454,0.446,0.34
127:32:08,6831,113.85,0.454,0.446,0.341
127:32:09,6832,113.8666667,0.453,0.446,0.341
127:32:10,6833,113.8833333,0.455,0.446,0.341
127:32:11,6834,113.9,0.453,0.446,0.34
127:32:12,6835,113.9166667,0.454,0.446,0.341
127:32:13,6836,113.9333333,0.455,0.447,0.34
127:32:14,6837,113.95,0.454,0.446,0.34
127:32:15,6838,113.9666667,0.454,0.447,0.341
127:32:16,6839,113.9833333,0.455,0.447,0.34
127:32:17,6840,114,0.454,0.446,0.341
127:32:18,6841,114.0166667,0.454,0.446,0.34
127:32:19,6842,114.0333333,0.455,0.447,0.341
127:32:20,6843,114.05,0.453,0.446,0.34
127:32:21,6844,114.0666667,0.454,0.447,0.341
127:32:22,6845,114.0833333,0.454,0.447,0.339
127:32:23,6846,114.1,0.454,0.447,0.34
127:32:24,6847,114.1166667,0.454,0.447,0.34
127:32:25,6848,114.1333333,0.455,0.447,0.34
127:32:26,6849,114.15,0.454,0.447,0.34
127:32:27,6850,114.1666667,0.455,0.447,0.34
127:32:28,6851,114.1833333,0.454,0.447,0.34
127:32:29,6852,114.2,0.454,0.447,0.34
127:32:30,6853,114.2166667,0.455,0.447,0.34
127:32:31,6854,114.2333333,0.454,0.447,0.34
127:32:32,6855,114.25,0.455,0.447,0.34
127:32:33,6856,114.2666667,0.455,0.447,0.34
127:32:34,6857,114.2833333,0.454,0.448,0.341
127:32:35,6858,114.3,0.454,0.447,0.34
127:32:36,6859,114.3166667,0.455,0.448,0.34
127:32:37,6860,114.3333333,0.454,0.447,0.34
127:32:38,6861,114.35,0.456,0.448,0.341
127:32:39,6862,114.3666667,0.453,0.447,0.34
127:32:40,6863,114.3833333,0.454,0.448,0.341
127:32:41,6864,114.4,0.455,0.448,0.34
127:32:42,6865,114.4166667,0.454,0.448,0.341
127:32:43,6866,114.4333333,0.455,0.448,0.34
127:32:44,6867,114.45,0.455,0.448,0.34
127:32:45,6868,114.4666667,0.454,0.448,0.34
127:32:46,6869,114.4833333,0.455,0.448,0.34
127:32:47,6870,114.5,0.454,0.448,0.34
127:32:48,6871,114.5166667,0.454,0.448,0.34
127:32:49,6872,114.5333333,0.455,0.448,0.34
127:32:50,6873,114.55,0.453,0.448,0.34
127:32:51,6874,114.5666667,0.454,0.448,0.341
127:32:52,6875,114.5833333,0.454,0.447,0.339
127:32:53,6876,114.6,0.454,0.448,0.34
127:32:54,6877,114.6166667,0.454,0.447,0.339
127:32:55,6878,114.6333333,0.454,0.447,0.34
127:32:56,6879,114.65,0.454,0.448,0.34
127:32:57,6880,114.6666667,0.456,0.448,0.34
127:32:58,6881,114.6833333,0.454,0.448,0.339
127:32:59,6882,114.7,0.456,0.448,0.34
127:33:00,6883,114.7166667,0.454,0.448,0.339
127:33:01,6884,114.7333333,0.454,0.448,0.34
127:33:02,6885,114.75,0.454,0.448,0.339
127:33:03,6886,114.7666667,0.454,0.448,0.34
127:33:04,6887,114.7833333,0.455,0.448,0.339
127:33:05,6888,114.8,0.454,0.448,0.339
127:33:06,6889,114.8166667,0.455,0.448,0.339
127:33:07,6890,114.8333333,0.455,0.448,0.339
127:33:08,6891,114.85,0.455,0.448,0.34
127:33:09,6892,114.8666667,0.456,0.448,0.339
127:33:10,6893,114.8833333,0.455,0.449,0.34
127:33:11,6894,114.9,0.455,0.448,0.339
127:33:12,6895,114.9166667,0.454,0.449,0.34
127:33:13,6896,114.9333333,0.454,0.448,0.339
127:33:14,6897,114.95,0.455,0.449,0.34
127:33:15,6898,114.9666667,0.453,0.448,0.34
127:33:16,6899,114.9833333,0.455,0.449,0.339
127:33:17,6900,115,0.453,0.449,0.339
127:33:18,6901,115.0166667,0.455,0.449,0.34
127:33:19,6902,115.0333333,0.454,0.449,0.339
127:33:20,6903,115.05,0.455,0.449,0.34
127:33:21,6904,115.0666667,0.454,0.449,0.339
127:33:22,6905,115.0833333,0.453,0.449,0.34
127:33:23,6906,115.1,0.455,0.449,0.34
127:33:24,6907,115.1166667,0.453,0.449,0.339
127:33:25,6908,115.1333333,0.455,0.45,0.34
127:33:26,6909,115.15,0.454,0.449,0.339
127:33:27,6910,115.1666667,0.455,0.449,0.34
127:33:28,6911,115.1833333,0.455,0.449,0.339
127:33:29,6912,115.2,0.455,0.449,0.34
127:33:30,6913,115.2166667,0.455,0.449,0.339
127:33:31,6914,115.2333333,0.454,0.449,0.34
127:33:32,6915,115.25,0.455,0.449,0.338
127:33:33,6916,115.2666667,0.454,0.449,0.34
127:33:34,6917,115.2833333,0.454,0.449,0.339
127:33:35,6918,115.3,0.454,0.449,0.34
127:33:36,6919,115.3166667,0.453,0.449,0.339
127:33:37,6920,115.3333333,0.454,0.449,0.34
127:33:38,6921,115.35,0.454,0.449,0.34
127:33:39,6922,115.3666667,0.455,0.449,0.339
127:33:40,6923,115.3833333,0.453,0.449,0.34
127:33:41,6924,115.4,0.455,0.45,0.34
127:33:42,6925,115.4166667,0.454,0.45,0.34
127:33:43,6926,115.4333333,0.455,0.449,0.34
127:33:44,6927,115.45,0.455,0.45,0.34
127:33:45,6928,115.4666667,0.454,0.45,0.34
127:33:46,6929,115.4833333,0.455,0.45,0.34
127:33:47,6930,115.5,0.453,0.449,0.34
127:33:48,6931,115.5166667,0.455,0.45,0.339
127:33:49,6932,115.5333333,0.453,0.449,0.339
127:33:50,6933,115.55,0.455,0.45,0.34
127:33:51,6934,115.5666667,0.454,0.45,0.338
127:33:52,6935,115.5833333,0.455,0.45,0.339
127:33:53,6936,115.6,0.455,0.45,0.338
127:33:54,6937,115.6166667,0.454,0.45,0.34
127:33:55,6938,115.6333333,0.455,0.45,0.339
127:33:56,6939,115.65,0.454,0.45,0.339
127:33:57,6940,115.6666667,0.454,0.45,0.339
127:33:58,6941,115.6833333,0.454,0.45,0.339
127:33:59,6942,115.7,0.454,0.45,0.339
127:34:00,6943,115.7166667,0.454,0.45,0.338
127:34:01,6944,115.7333333,0.454,0.45,0.339
127:34:02,6945,115.75,0.455,0.45,0.339
127:34:03,6946,115.7666667,0.454,0.45,0.339
127:34:04,6947,115.7833333,0.455,0.45,0.339
127:34:05,6948,115.8,0.454,0.451,0.339
127:34:06,6949,115.8166667,0.454,0.45,0.339
127:34:07,6950,115.8333333,0.455,0.451,0.339
127:34:08,6951,115.85,0.453,0.451,0.339
127:34:09,6952,115.8666667,0.455,0.451,0.339
127:34:10,6953,115.8833333,0.453,0.451,0.338
127:34:11,6954,115.9,0.455,0.452,0.338
127:34:12,6955,115.9166667,0.453,0.451,0.338
127:34:13,6956,115.9333333,0.455,0.451,0.339
127:34:14,6957,115.95,0.453,0.451,0.338
127:34:15,6958,115.9666667,0.454,0.45,0.339
127:34:16,6959,115.9833333,0.454,0.451,0.339
127:34:17,6960,116,0.454,0.45,0.339
127:34:18,6961,116.0166667,0.455,0.451,0.339
127:34:19,6962,116.0333333,0.454,0.45,0.339
127:34:20,6963,116.05,0.455,0.451,0.339
127:34:21,6964,116.0666667,0.453,0.45,0.338
127:34:22,6965,116.0833333,0.455,0.451,0.339
127:34:23,6966,116.1,0.453,0.45,0.338
127:34:24,6967,116.1166667,0.455,0.451,0.339
127:34:25,6968,116.1333333,0.454,0.451,0.337
127:34:26,6969,116.15,0.454,0.451,0.339
127:34:27,6970,116.1666667,0.455,0.451,0.337
127:34:28,6971,116.1833333,0.454,0.451,0.339
127:34:29,6972,116.2,0.454,0.451,0.338
127:34:30,6973,116.2166667,0.454,0.451,0.338
127:34:31,6974,116.2333333,0.454,0.451,0.338
127:34:32,6975,116.25,0.455,0.451,0.338
127:34:33,6976,116.2666667,0.453,0.451,0.338
127:34:34,6977,116.2833333,0.455,0.451,0.338
127:34:35,6978,116.3,0.454,0.451,0.338
127:34:36,6979,116.3166667,0.454,0.451,0.338
127:34:37,6980,116.3333333,0.455,0.451,0.338
127:34:38,6981,116.35,0.453,0.451,0.338
127:34:39,6982,116.3666667,0.455,0.452,0.338
127:34:40,6983,116.3833333,0.453,0.451,0.338
127:34:41,6984,116.4,0.455,0.451,0.339
127:34:42,6985,116.4166667,0.454,0.451,0.338
127:34:43,6986,116.4333333,0.454,0.451,0.339
127:34:44,6987,116.45,0.454,0.451,0.338
127:34:45,6988,116.4666667,0.454,0.451,0.339
127:34:46,6989,116.4833333,0.454,0.452,0.339
127:34:47,6990,116.5,0.454,0.452,0.339
127:34:48,6991,116.5166667,0.454,0.452,0.339
127:34:49,6992,116.5333333,0.454,0.452,0.339
127:34:50,6993,116.55,0.453,0.452,0.339
127:34:51,6994,116.5666667,0.455,0.451,0.339
127:34:52,6995,116.5833333,0.454,0.451,0.339
127:34:53,6996,116.6,0.455,0.451,0.34
127:34:54,6997,116.6166667,0.454,0.451,0.339
127:34:55,6998,116.6333333,0.454,0.451,0.34
127:34:56,6999,116.65,0.455,0.451,0.34
127:34:57,7000,116.6666667,0.453,0.451,0.34
127:34:58,7001,116.6833333,0.456,0.452,0.34
127:34:59,7002,116.7,0.454,0.451,0.339
127:35:00,7003,116.7166667,0.455,0.452,0.34
127:35:01,7004,116.7333333,0.454,0.452,0.339
127:35:02,7005,116.75,0.454,0.452,0.34
127:35:03,7006,116.7666667,0.455,0.452,0.339
127:35:04,7007,116.7833333,0.454,0.452,0.34
127:35:05,7008,116.8,0.454,0.452,0.339
127:35:06,7009,116.8166667,0.455,0.452,0.34
127:35:07,7010,116.8333333,0.454,0.452,0.34
127:35:08,7011,116.85,0.455,0.452,0.34
127:35:09,7012,116.8666667,0.454,0.452,0.339
127:35:10,7013,116.8833333,0.455,0.452,0.34
127:35:11,7014,116.9,0.455,0.452,0.339
127:35:12,7015,116.9166667,0.453,0.452,0.34
127:35:13,7016,116.9333333,0.455,0.452,0.34
127:35:14,7017,116.95,0.453,0.452,0.339
127:35:15,7018,116.9666667,0.455,0.453,0.34
127:35:16,7019,116.9833333,0.454,0.452,0.339
127:35:17,7020,117,0.455,0.453,0.34
127:35:18,7021,117.0166667,0.455,0.453,0.339
127:35:19,7022,117.0333333,0.455,0.453,0.34
127:35:20,7023,117.05,0.455,0.453,0.339
127:35:21,7024,117.0666667,0.455,0.453,0.34
127:35:22,7025,117.0833333,0.455,0.453,0.339
127:35:23,7026,117.1,0.455,0.453,0.34
127:35:24,7027,117.1166667,0.454,0.453,0.34
127:35:25,7028,117.1333333,0.455,0.453,0.34
127:35:26,7029,117.15,0.454,0.453,0.339
127:35:27,7030,117.1666667,0.456,0.453,0.34
127:35:28,7031,117.1833333,0.456,0.453,0.339
127:35:29,7032,117.2,0.454,0.453,0.34
127:35:30,7033,117.2166667,0.456,0.453,0.34
127:35:31,7034,117.2333333,0.454,0.453,0.339
127:35:32,7035,117.25,0.456,0.453,0.34
127:35:33,7036,117.2666667,0.454,0.453,0.339
127:35:34,7037,117.2833333,0.455,0.453,0.34
127:35:35,7038,117.3,0.455,0.453,0.339
127:35:36,7039,117.3166667,0.455,0.453,0.34
127:35:37,7040,117.3333333,0.455,0.453,0.339
127:35:38,7041,117.35,0.455,0.452,0.34
127:35:39,7042,117.3666667,0.454,0.452,0.34
127:35:40,7043,117.3833333,0.455,0.452,0.339
127:35:41,7044,117.4,0.454,0.452,0.339
127:35:42,7045,117.4166667,0.455,0.453,0.34
127:35:43,7046,117.4333333,0.454,0.453,0.339
127:35:44,7047,117.45,0.454,0.453,0.34
127:35:45,7048,117.4666667,0.455,0.453,0.339
127:35:46,7049,117.4833333,0.454,0.453,0.339
127:35:47,7050,117.5,0.455,0.453,0.34
127:35:48,7051,117.5166667,0.454,0.453,0.339
127:35:49,7052,117.5333333,0.454,0.453,0.34
127:35:50,7053,117.55,0.455,0.453,0.339
127:35:51,7054,117.5666667,0.454,0.454,0.34
127:35:52,7055,117.5833333,0.454,0.453,0.339
127:35:53,7056,117.6,0.455,0.454,0.339
127:35:54,7057,117.6166667,0.453,0.454,0.339
127:35:55,7058,117.6333333,0.455,0.454,0.34
127:35:56,7059,117.65,0.455,0.454,0.339
127:35:57,7060,117.6666667,0.454,0.453,0.34
127:35:58,7061,117.6833333,0.455,0.453,0.339
127:35:59,7062,117.7,0.454,0.453,0.34
127:36:00,7063,117.7166667,0.454,0.454,0.34
127:36:01,7064,117.7333333,0.455,0.454,0.339
127:36:02,7065,117.75,0.453,0.454,0.339
127:36:03,7066,117.7666667,0.454,0.454,0.339
127:36:04,7067,117.7833333,0.455,0.454,0.339
127:36:05,7068,117.8,0.453,0.454,0.339
127:36:06,7069,117.8166667,0.454,0.454,0.34
127:36:07,7070,117.8333333,0.455,0.454,0.338
127:36:08,7071,117.85,0.455,0.454,0.34
127:36:09,7072,117.8666667,0.454,0.453,0.339
127:36:10,7073,117.8833333,0.455,0.454,0.339
127:36:11,7074,117.9,0.454,0.453,0.339
127:36:12,7075,117.9166667,0.455,0.454,0.34
127:36:13,7076,117.9333333,0.455,0.454,0.338
127:36:14,7077,117.95,0.454,0.454,0.34
127:36:15,7078,117.9666667,0.454,0.454,0.339
127:36:16,7079,117.9833333,0.455,0.454,0.339
127:36:17,7080,118,0.453,0.454,0.339
127:36:18,7081,118.0166667,0.454,0.454,0.339
127:36:19,7082,118.0333333,0.455,0.454,0.339
127:36:20,7083,118.05,0.454,0.454,0.339
127:36:21,7084,118.0666667,0.454,0.455,0.339
127:36:22,7085,118.0833333,0.455,0.454,0.338
127:36:23,7086,118.1,0.454,0.454,0.339
127:36:24,7087,118.1166667,0.454,0.454,0.339
127:36:25,7088,118.1333333,0.455,0.455,0.339
127:36:26,7089,118.15,0.453,0.454,0.339
127:36:27,7090,118.1666667,0.454,0.455,0.339
127:36:28,7091,118.1833333,0.455,0.455,0.338
127:36:29,7092,118.2,0.454,0.455,0.339
127:36:30,7093,118.2166667,0.454,0.454,0.338
127:36:31,7094,118.2333333,0.455,0.455,0.339
127:36:32,7095,118.25,0.453,0.454,0.338
127:36:33,7096,118.2666667,0.455,0.455,0.339
127:36:34,7097,118.2833333,0.455,0.455,0.338
127:36:35,7098,118.3,0.454,0.455,0.339
127:36:36,7099,118.3166667,0.455,0.455,0.339
127:36:37,7100,118.3333333,0.455,0.455,0.339
127:36:38,7101,118.35,0.454,0.455,0.339
127:36:39,7102,118.3666667,0.455,0.455,0.339
127:36:40,7103,118.3833333,0.454,0.455,0.339
127:36:41,7104,118.4,0.454,0.455,0.339
127:36:42,7105,118.4166667,0.455,0.455,0.339
127:36:43,7106,118.4333333,0.454,0.455,0.338
127:36:44,7107,118.45,0.454,0.455,0.339
127:36:45,7108,118.4666667,0.454,0.455,0.338
127:36:46,7109,118.4833333,0.454,0.455,0.339
127:36:47,7110,118.5,0.454,0.455,0.338
127:36:48,7111,118.5166667,0.455,0.455,0.339
127:36:49,7112,118.5333333,0.453,0.455,0.338
127:36:50,7113,118.55,0.454,0.455,0.339
127:36:51,7114,118.5666667,0.454,0.455,0.338
127:36:52,7115,118.5833333,0.455,0.455,0.339
127:36:53,7116,118.6,0.453,0.455,0.338
127:36:54,7117,118.6166667,0.455,0.455,0.339
127:36:55,7118,118.6333333,0.454,0.455,0.338
127:36:56,7119,118.65,0.453,0.455,0.339
127:36:57,7120,118.6666667,0.454,0.456,0.338
127:36:58,7121,118.6833333,0.454,0.455,0.338
127:36:59,7122,118.7,0.453,0.456,0.339
127:37:00,7123,118.7166667,0.454,0.455,0.338
127:37:01,7124,118.7333333,0.454,0.456,0.338
127:37:02,7125,118.75,0.453,0.455,0.338
127:37:03,7126,118.7666667,0.455,0.456,0.339
127:37:04,7127,118.7833333,0.454,0.455,0.338
127:37:05,7128,118.8,0.454,0.456,0.338
127:37:06,7129,118.8166667,0.454,0.456,0.338
127:37:07,7130,118.8333333,0.455,0.456,0.338
127:37:08,7131,118.85,0.453,0.455,0.338
127:37:09,7132,118.8666667,0.455,0.456,0.339
127:37:10,7133,118.8833333,0.454,0.456,0.337
127:37:11,7134,118.9,0.454,0.456,0.338
127:37:12,7135,118.9166667,0.455,0.456,0.338
127:37:13,7136,118.9333333,0.454,0.455,0.338
127:37:14,7137,118.95,0.453,0.455,0.338
127:37:15,7138,118.9666667,0.454,0.455,0.338
127:37:16,7139,118.9833333,0.454,0.455,0.338
127:37:17,7140,119,0.453,0.455,0.338
127:37:18,7141,119.0166667,0.454,0.455,0.338
127:37:19,7142,119.0333333,0.453,0.455,0.337
127:37:20,7143,119.05,0.454,0.455,0.338
127:37:21,7144,119.0666667,0.454,0.455,0.337
127:37:22,7145,119.0833333,0.454,0.455,0.338
127:37:23,7146,119.1,0.453,0.454,0.338
127:37:24,7147,119.1166667,0.454,0.455,0.338
127:37:25,7148,119.1333333,0.452,0.455,0.337
127:37:26,7149,119.15,0.453,0.455,0.338
127:37:27,7150,119.1666667,0.453,0.455,0.337
127:37:28,7151,119.1833333,0.453,0.455,0.338
127:37:29,7152,119.2,0.453,0.455,0.337
127:37:30,7153,119.2166667,0.454,0.455,0.337
127:37:31,7154,119.2333333,0.453,0.455,0.337
127:37:32,7155,119.25,0.453,0.455,0.337
127:37:33,7156,119.2666667,0.454,0.456,0.337
127:37:34,7157,119.2833333,0.452,0.455,0.336
127:37:35,7158,119.3,0.453,0.456,0.337
127:37:36,7159,119.3166667,0.453,0.455,0.336
127:37:37,7160,119.3333333,0.452,0.455,0.337
127:37:38,7161,119.35,0.453,0.455,0.336
127:37:39,7162,119.3666667,0.453,0.455,0.336
127:37:40,7163,119.3833333,0.451,0.454,0.336
127:37:41,7164,119.4,0.453,0.455,0.337
127:37:42,7165,119.4166667,0.451,0.454,0.335
127:37:43,7166,119.4333333,0.451,0.454,0.337
127:37:44,7167,119.45,0.452,0.454,0.335
127:37:45,7168,119.4666667,0.452,0.454,0.336
127:37:46,7169,119.4833333,0.451,0.454,0.336
127:37:47,7170,119.5,0.452,0.454,0.335
127:37:48,7171,119.5166667,0.451,0.454,0.335
127:37:49,7172,119.5333333,0.451,0.454,0.336
127:37:50,7173,119.55,0.452,0.454,0.335
127:37:51,7174,119.5666667,0.45,0.453,0.335
127:37:52,7175,119.5833333,0.451,0.454,0.336
127:37:53,7176,119.6,0.451,0.453,0.334
127:37:54,7177,119.6166667,0.45,0.454,0.335
127:37:55,7178,119.6333333,0.451,0.454,0.335
127:37:56,7179,119.65,0.451,0.454,0.335
127:37:57,7180,119.6666667,0.45,0.453,0.334
127:37:58,7181,119.6833333,0.451,0.454,0.335
127:37:59,7182,119.7,0.45,0.453,0.334
127:38:00,7183,119.7166667,0.45,0.453,0.335
127:38:01,7184,119.7333333,0.451,0.453,0.334
127:38:02,7185,119.75,0.451,0.453,0.334
127:38:03,7186,119.7666667,0.449,0.453,0.334
127:38:04,7187,119.7833333,0.451,0.453,0.334
127:38:05,7188,119.8,0.449,0.453,0.334
127:38:06,7189,119.8166667,0.449,0.453,0.334
127:38:07,7190,119.8333333,0.451,0.453,0.334
127:38:08,7191,119.85,0.45,0.452,0.334
127:38:09,7192,119.8666667,0.45,0.453,0.334
127:38:10,7193,119.8833333,0.45,0.452,0.334
127:38:11,7194,119.9,0.45,0.452,0.334
127:38:12,7195,119.9166667,0.449,0.452,0.334
127:38:13,7196,119.9333333,0.45,0.452,0.333
127:38:14,7197,119.95,0.449,0.452,0.333
